"INDICATOR_NAME","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","ON_TIME","DAYS_ON_TIME"
"six","2012","Jan",0.905,0.783,0.905,0.783,0,15.66
"six","2012","Feb",0.905,0.79,0.905,0.797,0,15.94
"six","2012","Mar",0.905,0.795,0.905,0.804,0,16.08
"six","2012","Apr",0.905,0.798,0.905,0.807,0,16.14
"six","2012","May",0.905,0.802,0.905,0.816,0,16.32
"six","2012","Jun",0.905,0.803,0.905,0.808,0,16.16
"six","2012","Jul",0.905,0.799,0.905,0.776,0,15.52
"six","2012","Aug",0.905,0.796,0.905,0.782,0,15.64
"six","2012","Sep",0.905,0.797,0.905,0.805,0,16.1
"six","2012","Oct",0.905,0.795,0.905,0.769,0,15.38
"six","2012","Nov",0.905,0.795,0.905,0.798,0,15.96
"six","2012","Dec",0.905,0.792,0.905,0.798,0,15.96
"six","2013","Jan",0.905,0.737,0.905,0.737,0,14.74
"six","2013","Feb",0.905,0.74,0.905,0.743,0,14.86
"six","2013","Mar",0.905,0.746,0.905,0.758,0,15.16
"six","2013","Apr",0.905,0.758,0.905,0.792,0,15.84
"six","2013","May",0.905,0.755,0.905,0.745,0,14.9
"six","2013","Jun",0.905,0.76,0.905,0.785,0,15.7
"six","2013","Jul",0.905,0.761,0.905,0.767,0,15.34
"six","2013","Aug",0.905,0.757,0.905,0.729,0,14.58
"six","2013","Sep",0.905,0.755,0.905,0.741,0,14.82
"six","2013","Oct",0.905,0.747,0.905,0.678,0,13.56
"six","2013","Nov",0.905,0.737,0.905,0.635,0,12.7
"six","2013","Dec",0.905,0.724,0.905,0.575,0,11.5
"six","2014","Jan",0.905,0.553,0.905,0.553,0,11.06
"six","2014","Feb",0.905,0.494,0.905,0.425,0,8.5
"six","2014","Mar",0.905,0.52,0.905,0.572,0,11.44
"six","2014","Apr",0.905,0.523,0.905,0.531,0,10.62
"six","2014","May",0.905,0.513,0.905,0.512,0,10.24
"six","2014","Jun",0.905,0.54,0.905,0.633,0,12.66
"six","2014","Jul",0.905,0.549,0.905,0.6,0,12
"six","2014","Aug",0.905,0.556,0.905,0.607,0,12.14
"six","2014","Sep",0.905,0.557,0.905,0.562,0,11.24
"six","2014","Oct",0.905,0.547,0.905,0.468,0,9.36
"six","2014","Nov",0.905,0.541,0.905,0.466,0,9.32
"six","2014","Dec",0.905,0.538,0.905,0.511,0,10.22
"six","2015","Jan",0.75,0.518,0.75,0.518,0,10.36
"six","2015","Feb",0.75,0.462,0.75,0.4,0,8
"six","2015","Mar",0.75,0.441,0.75,0.403,0,8.06
"six","2015","Apr",0.75,0.509,0.75,0.417,0,8.34
"six","2015","May",0.75,0.447,0.75,0.5,0,10
"six","2015","Jun",0.75,0.452,0.75,0.474,0,9.48
"six","2015","Jul",0.75,0.459,0.75,0.5,0,10
"six","2015","Aug",0.75,0.472,0.75,0.56,0,11.2
"six","2015","Sep",0.75,0.469,0.75,0.45,0,9
"six","2015","Oct",0.75,0.46,0.75,0.377,0,7.54
"six","2015","Nov",0.75,0.458,0.75,0.445,0,8.9
"six","2015","Dec",0.75,0.461,0.75,0.485,0,9.7
"six","2016","Jan",0.75,0.455,0.75,0.455,0,9.1
"six","2016","Feb",0.75,0.437,0.75,0.42,0,8.4
"six","2016","Mar",0.75,0.464,0.75,0.511,0,10.22
"six","2016","Apr",0.75,0.48,0.75,0.528,0,10.56
"six","2016","May",0.75,0.491,0.75,0.536,0,10.72
"six","2016","Jun",0.75,0.491,0.75,0.489,0,9.78
"six","2016","Jul",0.75,0.489,0.75,0.477,0,9.54
"six","2016","Aug",0.75,0.499,0.75,0.562,0,11.24
"six","2016","Sep",0.75,0.498,0.75,0.491,0,9.82
"six","2016","Oct",0.75,0.498,0.75,0.493,0,9.86
"six","2016","Nov",0.75,0.4922,0.75,0.4377,0,8.754
"six","2016","Dec",0.75,0.484,0.75,0.3941,0,7.882
"six","2017","Jan",0.75,0.4724,0.75,0.4724,0,9.448
"six","2017","Feb",0.75,0.4714,0.75,0.4703,0,9.406
"six","2017","Mar",0.75,0.4772,0.75,0.4877,0,9.754
"six","2017","Apr",0.75,0.4912,0.75,0.5345,0,10.69
"six","2017","May",0.75,0.4958,0.75,0.5131,0,10.262
"six","2017","Jun",0.75,0.5045,0.75,0.5459,0,10.918
"six","2017","Jul",0.75,0.5157,0.75,0.5853,0,11.706
"six","2017","Aug",0.75,0.5307,0.75,0.626,0,12.52
"six","2017","Sep",0.75,0.5295,0.75,0.519,0,10.38
"six","2017","Oct",0.75,0.5303,0.75,0.5372,0,10.744
"six","2017","Nov",0.75,0.5254,0.75,0.4765,0,9.53
"six","2017","Dec",0.75,0.517,0.75,0.4217,0,8.434
"seven","2011","Jan",0.941,0.834,0.941,0.834,0,16.68
"seven","2011","Feb",0.941,0.829,0.941,0.824,0,16.48
"seven","2011","Mar",0.941,0.828,0.941,0.826,0,16.52
"seven","2011","Apr",0.941,0.835,0.941,0.857,0,17.14
"seven","2011","May",0.941,0.849,0.941,0.904,0,18.08
"seven","2011","Jun",0.941,0.862,0.941,0.874,0,17.48
"seven","2011","Jul",0.941,0.87,0.941,0.917,0,18.34
"seven","2011","Aug",0.941,0.873,0.941,0.894,0,17.88
"seven","2011","Sep",0.941,0.876,0.941,0.898,0,17.96
"seven","2011","Oct",0.941,0.882,0.941,0.937,0,18.74
"seven","2011","Nov",0.941,0.885,0.941,0.916,0,18.32
"seven","2011","Dec",0.941,0.888,0.941,0.92,0,18.4
"seven","2012","Jan",0.941,0.896,0.941,0.896,0,17.92
"seven","2012","Feb",0.941,0.896,0.941,0.897,0,17.94
"seven","2012","Mar",0.941,0.901,0.941,0.91,0,18.2
"seven","2012","Apr",0.941,0.908,0.941,0.927,0,18.54
"seven","2012","May",0.941,0.91,0.941,0.917,0,18.34
"seven","2012","Jun",0.941,0.903,0.941,0.872,0,17.44
"seven","2012","Jul",0.941,0.904,0.941,0.909,0,18.18
"seven","2012","Aug",0.941,0.903,0.941,0.899,0,17.98
"seven","2012","Sep",0.941,0.905,0.941,0.922,0,18.44
"seven","2012","Oct",0.941,0.906,0.941,0.912,0,18.24
"seven","2012","Nov",0.941,0.906,0.941,0.909,0,18.18
"seven","2012","Dec",0.941,0.906,0.941,0.888,0,17.76
"seven","2013","Jan",0.941,0.88,0.941,0.88,0,17.6
"seven","2013","Feb",0.941,0.872,0.941,0.863,0,17.26
"seven","2013","Mar",0.941,0.875,0.941,0.88,0,17.6
"seven","2013","Apr",0.941,0.886,0.941,0.919,0,18.38
"seven","2013","May",0.941,0.893,0.941,0.917,0,18.34
"seven","2013","Jun",0.941,0.896,0.941,0.913,0,18.26
"seven","2013","Jul",0.941,0.894,0.941,0.885,0,17.7
"seven","2013","Aug",0.941,0.896,0.941,0.91,0,18.2
"seven","2013","Sep",0.941,0.897,0.941,0.908,0,18.16
"seven","2013","Oct",0.941,0.897,0.941,0.892,0,17.84
"seven","2013","Nov",0.941,0.89,0.941,0.819,0,16.38
"seven","2013","Dec",0.941,0.886,0.941,0.841,0,16.82
"seven","2014","Jan",0.941,0.853,0.941,0.853,0,17.06
"seven","2014","Feb",0.941,0.849,0.941,0.844,0,16.88
"seven","2014","Mar",0.941,0.86,0.941,0.882,0,17.64
"seven","2014","Apr",0.941,0.871,0.941,0.903,0,18.06
"seven","2014","May",0.941,0.879,0.941,0.883,0,17.66
"seven","2014","Jun",0.941,0.876,0.941,0.887,0,17.74
"seven","2014","Jul",0.941,0.881,0.941,0.911,0,18.22
"seven","2014","Aug",0.941,0.887,0.941,0.924,0,18.48
"seven","2014","Sep",0.941,0.888,0.941,0.9,0,18
"seven","2014","Oct",0.941,0.884,0.941,0.846,0,16.92
"seven","2014","Nov",0.941,0.878,0.941,0.814,0,16.28
"seven","2014","Dec",0.941,0.878,0.941,0.879,0,17.58
"seven","2015","Jan",0.75,0.86,0.75,0.86,1,17.2
"seven","2015","Feb",0.75,0.817,0.75,0.772,1,15.44
"seven","2015","Mar",0.75,0.813,0.75,0.807,1,16.14
"seven","2015","Apr",0.75,0.858,0.75,0.797,1,15.94
"seven","2015","May",0.75,0.814,0.75,0.833,1,16.66
"seven","2015","Jun",0.75,0.819,0.75,0.844,1,16.88
"seven","2015","Jul",0.75,0.822,0.75,0.838,1,16.76
"seven","2015","Aug",0.75,0.829,0.75,0.881,1,17.62
"seven","2015","Sep",0.75,0.828,0.75,0.814,1,16.28
"seven","2015","Oct",0.75,0.831,0.75,0.861,1,17.22
"seven","2015","Nov",0.75,0.831,0.75,0.827,1,16.54
"seven","2015","Dec",0.75,0.829,0.75,0.811,1,16.22
"seven","2016","Jan",0.75,0.78,0.75,0.78,1,15.6
"seven","2016","Feb",0.75,0.758,0.75,0.736,0,14.72
"seven","2016","Mar",0.75,0.758,0.75,0.756,1,15.12
"seven","2016","Apr",0.75,0.757,0.75,0.754,1,15.08
"seven","2016","May",0.75,0.755,0.75,0.75,1,15
"seven","2016","Jun",0.75,0.759,0.75,0.779,1,15.58
"seven","2016","Jul",0.75,0.763,0.75,0.787,1,15.74
"seven","2016","Aug",0.75,0.77,0.75,0.813,1,16.26
"seven","2016","Sep",0.75,0.775,0.75,0.821,1,16.42
"seven","2016","Oct",0.75,0.777,0.75,0.789,1,15.78
"seven","2016","Nov",0.75,0.7772,0.75,0.7821,1,15.642
"seven","2016","Dec",0.75,0.775,0.75,0.7507,1,15.014
"seven","2017","Jan",0.75,0.7675,0.75,0.7675,1,15.35
"seven","2017","Feb",0.75,0.7313,0.75,0.6914,0,13.828
"seven","2017","Mar",0.75,0.7363,0.75,0.7455,0,14.91
"seven","2017","Apr",0.75,0.7337,0.75,0.7255,0,14.51
"seven","2017","May",0.75,0.7399,0.75,0.7629,1,15.258
"seven","2017","Jun",0.75,0.7399,0.75,0.74,0,14.8
"seven","2017","Jul",0.75,0.736,0.75,0.7121,0,14.242
"seven","2017","Aug",0.75,0.73,0.75,0.6926,0,13.852
"seven","2017","Sep",0.75,0.7356,0.75,0.7821,1,15.642
"seven","2017","Oct",0.75,0.7349,0.75,0.7285,0,14.57
"seven","2017","Nov",0.75,0.731,0.75,0.6921,0,13.842
"seven","2017","Dec",0.75,0.7252,0.75,0.6588,0,13.176
"A","2011","Jan",0.891,0.833,0.891,0.833,0,16.66
"A","2011","Feb",0.891,0.825,0.891,0.816,0,16.32
"A","2011","Mar",0.891,0.833,0.891,0.848,0,16.96
"A","2011","Apr",0.891,0.841,0.891,0.866,0,17.32
"A","2011","May",0.891,0.852,0.891,0.893,1,17.86
"A","2011","Jun",0.891,0.852,0.891,0.856,0,17.12
"A","2011","Jul",0.891,0.844,0.891,0.793,0,15.86
"A","2011","Aug",0.891,0.836,0.891,0.782,0,15.64
"A","2011","Sep",0.891,0.832,0.891,0.801,0,16.02
"A","2011","Oct",0.891,0.832,0.891,0.835,0,16.7
"A","2011","Nov",0.891,0.829,0.891,0.793,0,15.86
"A","2011","Dec",0.891,0.824,0.891,0.771,0,15.42
"A","2012","Jan",0.891,0.826,0.891,0.826,0,16.52
"A","2012","Feb",0.891,0.839,0.891,0.853,0,17.06
"A","2012","Mar",0.891,0.845,0.891,0.856,0,17.12
"A","2012","Apr",0.891,0.844,0.891,0.839,0,16.78
"A","2012","May",0.891,0.845,0.891,0.851,0,17.02
"A","2012","Jun",0.891,0.846,0.891,0.851,0,17.02
"A","2012","Jul",0.891,0.846,0.891,0.843,0,16.86
"A","2012","Aug",0.891,0.842,0.891,0.819,0,16.38
"A","2012","Sep",0.891,0.843,0.891,0.85,0,17
"A","2012","Oct",0.891,0.84,0.891,0.814,0,16.28
"A","2012","Nov",0.891,0.835,0.891,0.762,0,15.24
"A","2012","Dec",0.891,0.837,0.891,0.824,0,16.48
"A","2013","Jan",0.911,0.896,0.911,0.896,0,17.92
"A","2013","Feb",0.911,0.886,0.911,0.875,0,17.5
"A","2013","Mar",0.891,0.888,0.891,0.891,1,17.82
"A","2013","Apr",0.891,0.893,0.891,0.909,1,18.18
"A","2013","May",0.891,0.883,0.891,0.846,0,16.92
"A","2013","Jun",0.891,0.872,0.891,0.809,0,16.18
"A","2013","Jul",0.891,0.858,0.891,0.781,0,15.62
"A","2013","Aug",0.891,0.855,0.891,0.832,0,16.64
"A","2013","Sep",0.891,0.845,0.891,0.762,0,15.24
"A","2013","Oct",0.891,0.84,0.891,0.798,0,15.96
"A","2013","Nov",0.891,0.835,0.891,0.785,0,15.7
"A","2013","Dec",0.891,0.832,0.891,0.799,0,15.98
"A","2014","Jan",0.891,0.725,0.891,0.725,0,14.5
"A","2014","Feb",0.891,0.711,0.891,0.694,0,13.88
"A","2014","Mar",0.891,0.721,0.891,0.74,0,14.8
"A","2014","Apr",0.891,0.738,0.891,0.785,0,15.7
"A","2014","May",0.891,0.74,0.891,0.732,0,14.64
"A","2014","Jun",0.891,0.739,0.891,0.75,0,15
"A","2014","Jul",0.891,0.74,0.891,0.746,0,14.92
"A","2014","Aug",0.891,0.737,0.891,0.715,0,14.3
"A","2014","Sep",0.891,0.738,0.891,0.746,0,14.92
"A","2014","Oct",0.891,0.734,0.891,0.704,0,14.08
"A","2014","Nov",0.891,0.728,0.891,0.652,0,13.04
"A","2014","Dec",0.891,0.725,0.891,0.69,0,13.8
"A","2015","Jan",0.75,0.676,0.75,0.676,0,13.52
"A","2015","Feb",0.75,0.654,0.75,0.63,0,12.6
"A","2015","Mar",0.75,0.654,0.75,0.656,0,13.12
"A","2015","Apr",0.75,0.702,0.75,0.713,0,14.26
"A","2015","May",0.75,0.671,0.75,0.673,0,13.46
"A","2015","Jun",0.75,0.671,0.75,0.673,0,13.46
"A","2015","Jul",0.75,0.668,0.75,0.649,0,12.98
"A","2015","Aug",0.75,0.669,0.75,0.676,0,13.52
"A","2015","Sep",0.75,0.663,0.75,0.622,0,12.44
"A","2015","Oct",0.75,0.659,0.75,0.625,0,12.5
"A","2015","Nov",0.75,0.643,0.75,0.67,0,13.4
"A","2015","Dec",0.75,0.664,0.75,0.701,0,14.02
"A","2016","Jan",0.75,0.66,0.75,0.66,0,13.2
"A","2016","Feb",0.75,0.657,0.75,0.654,0,13.08
"A","2016","Mar",0.75,0.655,0.75,0.651,0,13.02
"A","2016","Apr",0.75,0.65,0.75,0.636,0,12.72
"A","2016","May",0.75,0.649,0.75,0.642,0,12.84
"A","2016","Jun",0.75,0.642,0.75,0.608,0,12.16
"A","2016","Jul",0.75,0.639,0.75,0.625,0,12.5
"A","2016","Aug",0.75,0.642,0.75,0.658,0,13.16
"A","2016","Sep",0.75,0.641,0.75,0.63,0,12.6
"A","2016","Oct",0.75,0.636,0.75,0.593,0,11.86
"A","2016","Nov",0.75,0.6274,0.75,0.5421,0,10.842
"A","2016","Dec",0.75,0.6243,0.75,0.5901,0,11.802
"A","2017","Jan",0.75,0.6241,0.75,0.6241,0,12.482
"A","2017","Feb",0.75,0.5898,0.75,0.552,0,11.04
"A","2017","Mar",0.75,0.5721,0.75,0.5388,0,10.776
"A","2017","Apr",0.75,0.5724,0.75,0.5732,0,11.464
"A","2017","May",0.75,0.5589,0.75,0.509,0,10.18
"A","2017","Jun",0.75,0.55,0.75,0.5083,0,10.166
"A","2017","Jul",0.75,0.556,0.75,0.5939,0,11.878
"A","2017","Aug",0.75,0.5607,0.75,0.5903,0,11.806
"A","2017","Sep",0.75,0.5628,0.75,0.5806,0,11.612
"A","2017","Oct",0.75,0.5607,0.75,0.5424,0,10.848
"A","2017","Nov",0.75,0.5549,0.75,0.497,0,9.94
"A","2017","Dec",0.75,0.5493,0.75,0.4847,0,9.694
"B","2011","Jan",0.942,0.83,0.942,0.83,0,16.6
"B","2011","Feb",0.942,0.844,0.942,0.858,0,17.16
"B","2011","Mar",0.942,0.863,0.942,0.897,0,17.94
"B","2011","Apr",0.942,0.875,0.942,0.908,0,18.16
"B","2011","May",0.942,0.88,0.942,0.901,0,18.02
"B","2011","Jun",0.942,0.889,0.942,0.896,0,17.92
"B","2011","Jul",0.942,0.889,0.942,0.889,0,17.78
"B","2011","Aug",0.942,0.885,0.942,0.863,0,17.26
"B","2011","Sep",0.942,0.878,0.942,0.819,0,16.38
"B","2011","Oct",0.942,0.878,0.942,0.876,0,17.52
"B","2011","Nov",0.942,0.88,0.942,0.907,0,18.14
"B","2011","Dec",0.942,0.881,0.942,0.887,0,17.74
"B","2012","Jan",0.942,0.891,0.942,0.891,0,17.82
"B","2012","Feb",0.942,0.874,0.942,0.856,0,17.12
"B","2012","Mar",0.942,0.879,0.942,0.888,0,17.76
"B","2012","Apr",0.942,0.882,0.942,0.892,0,17.84
"B","2012","May",0.942,0.882,0.942,0.882,0,17.64
"B","2012","Jun",0.942,0.879,0.942,0.865,0,17.3
"B","2012","Jul",0.942,0.875,0.942,0.847,0,16.94
"B","2012","Aug",0.942,0.875,0.942,0.875,0,17.5
"B","2012","Sep",0.942,0.877,0.942,0.896,0,17.92
"B","2012","Oct",0.942,0.874,0.942,0.85,0,17
"B","2012","Nov",0.942,0.87,0.942,0.807,0,16.14
"B","2012","Dec",0.942,0.871,0.942,0.881,0,17.62
"B","2013","Jan",0.942,0.845,0.942,0.845,0,16.9
"B","2013","Feb",0.942,0.868,0.942,0.895,0,17.9
"B","2013","Mar",0.942,0.887,0.942,0.923,0,18.46
"B","2013","Apr",0.942,0.895,0.942,0.917,0,18.34
"B","2013","May",0.942,0.898,0.942,0.911,0,18.22
"B","2013","Jun",0.942,0.883,0.942,0.804,0,16.08
"B","2013","Jul",0.942,0.878,0.942,0.845,0,16.9
"B","2013","Aug",0.942,0.875,0.942,0.856,0,17.12
"B","2013","Sep",0.942,0.861,0.942,0.746,0,14.92
"B","2013","Oct",0.942,0.858,0.942,0.829,0,16.58
"B","2013","Nov",0.942,0.839,0.942,0.639,0,12.78
"B","2013","Dec",0.942,0.832,0.942,0.751,0,15.02
"B","2014","Jan",0.942,0.731,0.942,0.731,0,14.62
"B","2014","Feb",0.942,0.711,0.942,0.687,0,13.74
"B","2014","Mar",0.942,0.736,0.942,0.785,0,15.7
"B","2014","Apr",0.942,0.746,0.942,0.774,0,15.48
"B","2014","May",0.942,0.744,0.942,0.723,0,14.46
"B","2014","Jun",0.942,0.741,0.942,0.739,0,14.78
"B","2014","Jul",0.942,0.745,0.942,0.77,0,15.4
"B","2014","Aug",0.942,0.75,0.942,0.782,0,15.64
"B","2014","Sep",0.942,0.758,0.942,0.827,0,16.54
"B","2014","Oct",0.942,0.761,0.942,0.785,0,15.7
"B","2014","Nov",0.942,0.75,0.942,0.624,0,12.48
"B","2014","Dec",0.942,0.746,0.942,0.706,0,14.12
"B","2015","Jan",0.75,0.768,0.75,0.768,1,15.36
"B","2015","Feb",0.75,0.727,0.75,0.684,0,13.68
"B","2015","Mar",0.75,0.752,0.75,0.797,1,15.94
"B","2015","Apr",0.75,0.754,0.75,0.815,1,16.3
"B","2015","May",0.75,0.769,0.75,0.771,1,15.42
"B","2015","Jun",0.75,0.769,0.75,0.769,1,15.38
"B","2015","Jul",0.75,0.768,0.75,0.758,1,15.16
"B","2015","Aug",0.75,0.77,0.75,0.783,1,15.66
"B","2015","Sep",0.75,0.774,0.75,0.812,1,16.24
"B","2015","Oct",0.75,0.777,0.75,0.805,1,16.1
"B","2015","Nov",0.75,0.766,0.75,0.643,0,12.86
"B","2015","Dec",0.75,0.765,0.75,0.753,1,15.06
"B","2016","Jan",0.75,0.693,0.75,0.693,0,13.86
"B","2016","Feb",0.75,0.7,0.75,0.708,0,14.16
"B","2016","Mar",0.75,0.719,0.75,0.752,1,15.04
"B","2016","Apr",0.75,0.719,0.75,0.717,0,14.34
"B","2016","May",0.75,0.727,0.75,0.762,1,15.24
"B","2016","Jun",0.75,0.721,0.75,0.688,0,13.76
"B","2016","Jul",0.75,0.718,0.75,0.699,0,13.98
"B","2016","Aug",0.75,0.718,0.75,0.721,0,14.42
"B","2016","Sep",0.75,0.712,0.75,0.667,0,13.34
"B","2016","Oct",0.75,0.699,0.75,0.575,0,11.5
"B","2016","Nov",0.75,0.6827,0.75,0.5206,0,10.412
"B","2016","Dec",0.75,0.674,0.75,0.5781,0,11.562
"B","2017","Jan",0.75,0.5596,0.75,0.5596,0,11.192
"B","2017","Feb",0.75,0.5651,0.75,0.5712,0,11.424
"B","2017","Mar",0.75,0.5697,0.75,0.5781,0,11.562
"B","2017","Apr",0.75,0.5764,0.75,0.5968,0,11.936
"B","2017","May",0.75,0.5662,0.75,0.5287,0,10.574
"B","2017","Jun",0.75,0.5517,0.75,0.4832,0,9.664
"B","2017","Jul",0.75,0.5454,0.75,0.5054,0,10.108
"B","2017","Aug",0.75,0.5461,0.75,0.5507,0,11.014
"B","2017","Sep",0.75,0.5502,0.75,0.5847,0,11.694
"B","2017","Oct",0.75,0.5516,0.75,0.5635,0,11.27
"B","2017","Nov",0.75,0.5437,0.75,0.4649,0,9.298
"B","2017","Dec",0.75,0.5394,0.75,0.49,0,9.8
"C","2011","Jan",0.945,0.953,0.945,0.953,1,19.06
"C","2011","Feb",0.945,0.931,0.945,0.907,0,18.14
"C","2011","Mar",0.945,0.93,0.945,0.928,0,18.56
"C","2011","Apr",0.945,0.934,0.945,0.947,1,18.94
"C","2011","May",0.945,0.93,0.945,0.916,0,18.32
"C","2011","Jun",0.945,0.925,0.945,0.912,0,18.24
"C","2011","Jul",0.945,0.913,0.945,0.838,0,16.76
"C","2011","Aug",0.945,0.907,0.945,0.87,0,17.4
"C","2011","Sep",0.945,0.902,0.945,0.863,0,17.26
"C","2011","Oct",0.945,0.903,0.945,0.912,0,18.24
"C","2011","Nov",0.945,0.902,0.945,0.883,0,17.66
"C","2011","Dec",0.945,0.9,0.945,0.879,0,17.58
"C","2012","Jan",0.945,0.94,0.945,0.94,0,18.8
"C","2012","Feb",0.945,0.926,0.945,0.911,0,18.22
"C","2012","Mar",0.945,0.93,0.945,0.938,0,18.76
"C","2012","Apr",0.945,0.934,0.945,0.944,0,18.88
"C","2012","May",0.945,0.936,0.945,0.944,0,18.88
"C","2012","Jun",0.945,0.931,0.945,0.91,0,18.2
"C","2012","Jul",0.945,0.929,0.945,0.914,0,18.28
"C","2012","Aug",0.945,0.925,0.945,0.899,0,17.98
"C","2012","Sep",0.945,0.921,0.945,0.891,0,17.82
"C","2012","Oct",0.945,0.916,0.945,0.869,0,17.38
"C","2012","Nov",0.945,0.909,0.945,0.791,0,15.82
"C","2012","Dec",0.945,0.908,0.945,0.9,0,18
"C","2013","Jan",0.945,0.946,0.945,0.946,1,18.92
